-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 01/01/2022 
Location: Latitude  39.092   Longitude -94.6496 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 269.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M       MERRA-2 Temperature at 2 Meters (C) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M,WS10M,WD10M
2012,1,1,1.84,8.61,312.88
2012,1,2,-3.71,6.44,291.44
2012,1,3,-0.43,5.72,175.88
2012,1,4,2.22,5.09,292.88
2012,1,5,4.95,5.31,229.06
2012,1,6,5.98,5.78,277.44
2012,1,7,2.3,3.07,151.25
2012,1,8,0.98,3.3,61.69
2012,1,9,1.57,2.65,216.56
2012,1,10,3.83,2.41,222.31
2012,1,11,1.9,6.6,284.69
2012,1,12,-6.56,9.76,316.06
2012,1,13,-6.13,4.56,272.19
2012,1,14,-0.94,5.13,267.56
2012,1,15,3.09,7.8,183.62
2012,1,16,7.01,6.61,245.0
2012,1,17,-3.9,7.09,323.31
2012,1,18,-2.6,5.98,193.12
2012,1,19,-4.35,5.61,95.31
2012,1,20,-6.77,5.84,78.44
2012,1,21,-5.23,4.95,86.69
2012,1,22,2.74,7.4,190.75
2012,1,23,1.0,6.51,289.88
2012,1,24,1.39,3.5,131.06
2012,1,25,1.64,3.09,133.62
2012,1,26,2.18,4.34,266.12
2012,1,27,-0.4,3.42,194.75
2012,1,28,-0.14,5.7,273.69
2012,1,29,2.06,4.37,250.75
2012,1,30,7.05,7.7,207.0
2012,1,31,10.26,6.51,252.69
2012,2,1,7.94,1.98,201.88
2012,2,2,6.33,3.34,164.88
2012,2,3,6.15,7.46,84.69
2012,2,4,3.83,5.15,232.56
2012,2,5,1.36,4.34,277.25
2012,2,6,2.27,2.72,276.06
2012,2,7,2.1,3.7,225.88
2012,2,8,-0.52,2.85,265.56
2012,2,9,0.28,2.8,185.38
2012,2,10,-3.21,7.9,316.69
2012,2,11,-7.6,5.81,301.94
2012,2,12,-5.12,3.28,238.75
2012,2,13,-0.38,6.04,183.06
2012,2,14,0.79,3.42,225.12
2012,2,15,2.42,2.91,223.5
2012,2,16,3.0,3.49,285.75
2012,2,17,4.55,4.01,197.19
2012,2,18,0.59,4.45,38.06
2012,2,19,1.9,2.77,98.69
2012,2,20,4.71,8.11,160.56
2012,2,21,4.37,6.33,255.31
2012,2,22,6.59,4.4,248.19
2012,2,23,7.7,7.38,248.5
2012,2,24,1.83,7.84,299.62
2012,2,25,0.8,4.36,247.56
2012,2,26,8.23,8.17,236.56
2012,2,27,2.01,4.27,143.69
2012,2,28,11.06,8.56,161.38
2012,2,29,7.51,9.05,272.75
2012,3,1,8.35,4.98,198.94
2012,3,2,3.8,6.7,254.12
2012,3,3,1.16,5.95,299.62
2012,3,4,4.93,6.38,290.5
2012,3,5,4.77,5.11,192.31
2012,3,6,14.55,12.38,196.06
2012,3,7,15.22,10.6,227.75
2012,3,8,2.87,5.73,295.88
2012,3,9,5.68,3.2,166.25
2012,3,10,8.06,5.09,190.5
2012,3,11,8.98,5.26,174.94
2012,3,12,13.6,6.18,224.94
2012,3,13,15.82,4.66,187.81
2012,3,14,19.94,8.37,202.94
2012,3,15,19.52,5.26,205.12
2012,3,16,20.1,6.13,196.62
2012,3,17,19.65,7.11,182.81
2012,3,18,19.65,8.35,184.88
2012,3,19,18.64,8.64,166.62
2012,3,20,16.04,3.71,213.12
2012,3,21,13.64,3.17,132.12
2012,3,22,13.01,3.68,141.88
2012,3,23,12.23,3.77,139.69
2012,3,24,15.24,4.4,310.5
2012,3,25,17.01,2.25,184.25
2012,3,26,18.37,4.96,169.19
2012,3,27,19.85,6.9,211.19
2012,3,28,19.23,2.62,158.94
2012,3,29,20.31,6.45,180.38
2012,3,30,19.03,3.27,231.5
2012,3,31,19.3,4.05,189.0
2012,4,1,22.15,6.15,197.62
2012,4,2,22.35,6.53,190.81
2012,4,3,17.68,2.61,185.62
2012,4,4,14.84,4.97,59.62
2012,4,5,11.4,5.02,59.69
2012,4,6,10.63,4.47,105.94
2012,4,7,11.35,5.07,251.88
2012,4,8,11.15,2.62,134.69
2012,4,9,13.46,2.6,180.25
2012,4,10,9.97,3.97,112.62
2012,4,11,7.73,3.93,65.75
2012,4,12,8.92,5.42,139.88
2012,4,13,17.12,6.35,185.06
2012,4,14,19.83,6.02,213.0
2012,4,15,18.7,11.01,202.25
2012,4,16,12.99,6.16,284.94
2012,4,17,14.59,3.66,136.25
2012,4,18,17.21,6.14,195.81
2012,4,19,16.97,7.32,213.81
2012,4,20,9.76,6.41,268.12
2012,4,21,11.18,2.4,201.12
2012,4,22,10.84,6.55,257.94
2012,4,23,11.61,3.38,273.88
2012,4,24,17.6,5.7,220.19
2012,4,25,22.6,5.8,252.5
2012,4,26,19.41,4.3,38.5
2012,4,27,15.47,9.77,119.81
2012,4,28,17.55,4.53,151.94
2012,4,29,14.55,4.86,111.5
2012,4,30,15.39,2.38,179.81
2012,5,1,21.98,7.07,192.44
2012,5,2,23.77,7.86,193.88
2012,5,3,24.11,5.91,184.69
2012,5,4,24.3,4.91,183.81
2012,5,5,23.92,4.25,164.12
2012,5,6,23.43,4.42,197.94
2012,5,7,17.26,6.2,284.88
2012,5,8,16.01,4.15,305.12
2012,5,9,15.06,3.02,270.5
2012,5,10,17.4,3.91,180.56
2012,5,11,18.94,2.8,189.0
2012,5,12,16.01,4.43,59.06
2012,5,13,17.12,3.21,28.19
2012,5,14,19.04,1.51,135.88
2012,5,15,20.05,3.76,231.38
2012,5,16,18.73,3.62,104.62
2012,5,17,19.71,4.5,148.12
2012,5,18,22.05,5.91,169.0
2012,5,19,22.54,7.24,181.81
2012,5,20,20.14,4.85,235.12
2012,5,21,17.25,3.95,47.94
2012,5,22,18.99,3.9,174.75
2012,5,23,22.59,8.03,167.5
2012,5,24,23.99,7.03,197.25
2012,5,25,23.43,5.25,107.75
2012,5,26,24.84,5.64,181.12
2012,5,27,24.56,6.94,191.38
2012,5,28,24.99,5.53,202.44
2012,5,29,22.18,2.79,136.81
2012,5,30,20.19,4.48,78.62
2012,5,31,16.28,6.51,249.62
2012,6,1,14.76,3.54,297.88
2012,6,2,20.03,4.01,250.25
2012,6,3,22.86,3.48,193.56
2012,6,4,25.87,4.7,220.19
2012,6,5,23.33,3.84,86.88
2012,6,6,22.95,3.4,106.69
2012,6,7,22.42,3.34,117.69
2012,6,8,23.11,3.12,175.75
2012,6,9,24.95,5.98,178.69
2012,6,10,26.6,6.72,168.62
2012,6,11,24.41,3.72,273.38
2012,6,12,21.91,3.04,32.69
2012,6,13,22.4,4.0,138.0
2012,6,14,25.48,5.84,171.12
2012,6,15,25.26,5.15,208.25
2012,6,16,26.53,5.0,235.69
2012,6,17,26.62,4.73,164.75
2012,6,18,28.82,8.88,197.5
2012,6,19,28.2,8.02,184.56
2012,6,20,26.89,7.73,195.88
2012,6,21,23.34,3.58,195.62
2012,6,22,23.81,2.97,78.44
2012,6,23,25.84,5.47,164.12
2012,6,24,30.33,4.91,206.5
2012,6,25,29.83,3.85,146.88
2012,6,26,28.04,4.91,131.06
2012,6,27,30.43,6.95,194.31
2012,6,28,31.73,5.38,223.06
2012,6,29,31.36,5.5,215.69
2012,6,30,31.5,5.22,212.94
2012,7,1,31.11,4.35,217.19
2012,7,2,30.55,4.4,206.5
2012,7,3,31.55,5.45,212.88
2012,7,4,31.57,5.45,209.38
2012,7,5,32.05,4.2,207.69
2012,7,6,33.29,3.59,220.19
2012,7,7,34.35,1.75,219.38
2012,7,8,29.91,3.5,176.88
2012,7,9,28.38,4.11,50.88
2012,7,10,28.98,3.05,39.31
2012,7,11,29.68,2.98,86.19
2012,7,12,30.36,2.46,129.94
2012,7,13,28.08,3.12,186.88
2012,7,14,29.69,2.38,82.62
2012,7,15,30.93,3.82,176.62
2012,7,16,31.34,4.64,197.12
2012,7,17,32.96,5.02,206.81
2012,7,18,34.19,5.11,214.62
2012,7,19,33.87,4.1,196.62
2012,7,20,29.94,4.29,62.5
2012,7,21,30.71,3.37,111.31
2012,7,22,33.35,3.8,175.94
2012,7,23,34.44,4.29,204.0
2012,7,24,34.69,5.19,209.25
2012,7,25,34.3,6.12,212.81
2012,7,26,29.61,2.31,223.62
2012,7,27,28.87,4.61,248.88
2012,7,28,28.23,3.44,105.0
2012,7,29,33.58,3.74,192.06
2012,7,30,30.34,3.1,54.44
2012,7,31,31.9,2.64,109.19
2012,8,1,32.8,4.61,89.75
2012,8,2,30.89,2.45,121.56
2012,8,3,32.11,2.45,116.25
2012,8,4,31.94,5.38,271.5
2012,8,5,27.64,3.54,196.19
2012,8,6,28.48,3.1,81.06
2012,8,7,31.06,2.34,154.44
2012,8,8,29.73,1.98,160.12
2012,8,9,26.21,4.2,176.19
2012,8,10,23.15,4.38,22.19
2012,8,11,24.2,1.93,100.56
2012,8,12,27.3,5.01,220.25
2012,8,13,23.16,5.02,239.0
2012,8,14,21.3,2.54,214.75
2012,8,15,26.44,3.85,190.5
2012,8,16,25.69,5.05,313.62
2012,8,17,22.23,3.1,97.88
2012,8,18,22.12,2.38,121.88
2012,8,19,22.65,4.11,30.38
2012,8,20,24.47,1.92,238.5
2012,8,21,26.9,2.94,231.19
2012,8,22,28.43,4.18,231.0
2012,8,23,28.9,5.38,203.31
2012,8,24,27.38,4.64,189.25
2012,8,25,26.36,5.06,165.81
2012,8,26,24.91,5.13,177.31
2012,8,27,26.07,3.9,52.19
2012,8,28,27.26,2.07,116.69
2012,8,29,27.92,2.72,164.19
2012,8,30,28.36,3.43,137.12
2012,8,31,23.98,7.38,61.81
2012,9,1,22.98,6.45,234.75
2012,9,2,23.73,2.88,249.56
2012,9,3,25.81,3.02,128.62
2012,9,4,26.99,2.1,187.94
2012,9,5,26.64,2.27,208.31
2012,9,6,24.94,3.37,92.44
2012,9,7,21.49,5.24,286.38
2012,9,8,17.62,4.08,295.06
2012,9,9,17.51,3.7,68.31
2012,9,10,18.58,4.02,160.5
2012,9,11,22.08,5.98,184.19
2012,9,12,23.15,5.34,172.12
2012,9,13,15.15,5.77,53.19
2012,9,14,14.87,3.63,64.06
2012,9,15,17.28,3.58,116.69
2012,9,16,18.52,1.67,146.88
2012,9,17,19.08,3.57,221.56
2012,9,18,14.37,3.52,281.06
2012,9,19,18.23,6.73,210.88
2012,9,20,17.63,2.98,189.69
2012,9,21,18.63,5.48,259.5
2012,9,22,14.0,4.31,218.75
2012,9,23,12.85,2.66,92.25
2012,9,24,17.3,4.12,166.31
2012,9,25,22.35,3.57,247.81
2012,9,26,19.62,2.5,189.25
2012,9,27,18.84,2.59,66.44
2012,9,28,16.38,3.52,78.75
2012,9,29,17.07,2.62,72.19
2012,9,30,17.74,2.23,313.94
2012,10,1,17.48,3.65,106.44
2012,10,2,17.29,2.98,307.38
2012,10,3,17.77,3.63,220.81
2012,10,4,13.35,4.3,233.12
2012,10,5,8.53,4.3,127.38
2012,10,6,5.26,3.6,337.12
2012,10,7,6.52,2.94,287.56
2012,10,8,9.01,6.11,209.0
2012,10,9,10.65,5.38,266.25
2012,10,10,9.05,2.69,269.0
2012,10,11,13.65,3.78,156.0
2012,10,12,13.19,5.84,98.38
2012,10,13,19.06,7.6,183.5
2012,10,14,15.99,6.61,285.38
2012,10,15,15.17,2.58,170.56
2012,10,16,18.01,7.62,203.44
2012,10,17,14.4,6.63,263.5
2012,10,18,10.63,9.26,277.56
2012,10,19,9.26,6.62,311.5
2012,10,20,12.41,2.66,138.44
2012,10,21,18.86,5.49,171.12
2012,10,22,21.8,6.26,199.06
2012,10,23,22.53,7.82,192.75
2012,10,24,22.27,7.88,187.38
2012,10,25,11.66,8.08,295.69
2012,10,26,2.97,4.59,208.69
2012,10,27,1.96,2.47,45.81
2012,10,28,4.21,2.31,63.25
2012,10,29,5.67,3.23,141.81
2012,10,30,6.43,3.19,79.38
2012,10,31,8.19,2.16,233.62
2012,11,1,11.58,3.91,234.44
2012,11,2,9.5,5.2,83.38
2012,11,3,7.37,4.57,205.31
2012,11,4,8.26,3.14,165.75
2012,11,5,6.88,4.61,185.25
2012,11,6,7.62,5.15,255.81
2012,11,7,5.94,3.66,219.94
2012,11,8,9.26,5.51,165.19
2012,11,9,15.11,7.04,181.25
2012,11,10,18.8,10.02,190.25
2012,11,11,5.49,6.86,281.44
2012,11,12,-1.11,4.52,274.0
2012,11,13,3.43,2.92,213.62
2012,11,14,5.73,3.32,188.5
2012,11,15,5.98,2.62,233.06
2012,11,16,6.01,2.73,91.19
2012,11,17,6.93,4.61,172.75
2012,11,18,8.36,5.49,174.88
2012,11,19,11.2,5.43,214.62
2012,11,20,9.76,2.76,288.06
2012,11,21,10.89,5.16,193.0
2012,11,22,12.63,7.38,244.0
2012,11,23,0.85,6.25,326.31
2012,11,24,0.83,3.82,220.0
2012,11,25,4.58,3.8,140.06
2012,11,26,-0.31,5.84,28.25
2012,11,27,-2.71,2.73,150.88
2012,11,28,1.63,2.99,219.19
2012,11,29,7.08,5.58,199.75
2012,11,30,8.35,3.23,211.31
2012,12,1,13.66,5.07,196.75
2012,12,2,11.08,2.7,242.38
2012,12,3,16.15,7.66,214.44
2012,12,4,8.98,2.98,313.94
2012,12,5,7.73,3.29,193.81
2012,12,6,7.44,3.36,143.69
2012,12,7,7.24,2.73,76.31
2012,12,8,4.1,3.74,116.19
2012,12,9,2.61,5.63,301.12
2012,12,10,-4.84,5.05,283.12
2012,12,11,-1.24,3.57,234.62
2012,12,12,0.63,5.98,194.38
2012,12,13,3.11,5.92,195.0
2012,12,14,4.84,5.91,182.94
2012,12,15,8.2,7.09,238.06
2012,12,16,3.15,2.38,333.5
2012,12,17,2.83,3.1,274.81
2012,12,18,4.51,5.06,206.56
2012,12,19,3.62,5.73,103.56
2012,12,20,-2.29,11.54,311.94
2012,12,21,-3.17,3.3,240.31
2012,12,22,0.01,4.11,199.06
2012,12,23,-2.0,3.4,140.44
2012,12,24,-4.91,5.71,250.06
2012,12,25,-6.1,8.38,28.94
2012,12,26,-7.3,4.12,202.38
2012,12,27,-2.96,3.72,128.44
2012,12,28,-2.24,3.77,289.88
2012,12,29,-4.62,4.69,280.19
2012,12,30,-0.88,6.2,208.94
2012,12,31,-0.9,4.3,148.81
2013,1,1,-7.07,3.79,152.38
2013,1,2,-4.98,4.55,244.75
2013,1,3,-2.42,3.47,300.62
2013,1,4,-2.1,4.57,225.69
2013,1,5,0.62,6.21,234.25
2013,1,6,-1.97,4.36,266.38
2013,1,7,0.23,6.06,194.56
2013,1,8,2.9,5.91,208.31
2013,1,9,2.71,3.42,129.06
2013,1,10,4.24,4.94,130.69
2013,1,11,10.3,8.77,200.44
2013,1,12,-1.75,6.34,330.69
2013,1,13,-5.95,5.19,322.69
2013,1,14,-6.31,1.85,165.88
2013,1,15,-5.39,1.93,109.69
2013,1,16,-1.74,4.77,251.62
2013,1,17,0.69,3.73,270.94
2013,1,18,3.29,8.49,204.94
2013,1,19,4.15,6.5,271.31
2013,1,20,-2.97,4.09,91.75
2013,1,21,-6.45,5.05,338.88
2013,1,22,-6.81,2.44,81.25
2013,1,23,-2.78,3.72,169.0
2013,1,24,-6.04,6.38,82.0
2013,1,25,-0.17,2.66,289.38
2013,1,26,1.94,4.37,121.25
2013,1,27,7.96,8.28,181.94
2013,1,28,15.75,6.95,213.88
2013,1,29,9.98,6.56,245.5
2013,1,30,-2.67,7.99,309.56
2013,1,31,-7.85,6.95,303.19
2013,2,1,-7.65,3.53,213.75
2013,2,2,-0.06,4.78,284.06
2013,2,3,0.79,4.73,249.25
2013,2,4,0.62,4.72,177.94
2013,2,5,1.96,4.27,219.06
2013,2,6,6.28,5.62,153.56
2013,2,7,5.33,5.8,261.81
2013,2,8,-0.21,3.36,122.75
2013,2,9,2.6,6.37,152.31
2013,2,10,6.65,11.27,218.25
2013,2,11,1.83,5.89,299.0
2013,2,12,0.14,2.15,150.44
2013,2,13,3.09,4.76,266.81
2013,2,14,3.96,5.78,307.5
2013,2,15,-1.68,4.88,267.5
2013,2,16,-1.88,3.52,185.81
2013,2,17,3.65,5.07,163.31
2013,2,18,4.64,9.09,255.62
2013,2,19,-3.69,6.27,263.69
2013,2,20,-5.01,4.84,69.44
2013,2,21,-4.9,7.81,100.12
2013,2,22,-6.21,4.76,280.25
2013,2,23,-7.23,3.23,234.88
2013,2,24,-2.92,4.02,124.31
2013,2,25,-0.37,6.33,50.12
2013,2,26,-0.34,9.06,259.75
2013,2,27,-1.24,6.88,307.81
2013,2,28,-2.07,5.34,322.19
2013,3,1,-3.3,4.99,326.94
2013,3,2,-5.61,2.92,298.56
2013,3,3,-1.5,5.22,155.12
2013,3,4,3.43,4.35,138.0
2013,3,5,-0.42,9.23,314.62
2013,3,6,-1.81,3.1,158.12
2013,3,7,2.1,4.8,123.5
2013,3,8,6.12,6.0,140.88
2013,3,9,11.49,7.05,174.62
2013,3,10,5.76,6.05,274.69
2013,3,11,-0.94,5.95,295.94
2013,3,12,1.43,5.64,309.88
2013,3,13,0.22,3.06,268.25
2013,3,14,8.29,5.16,196.56
2013,3,15,13.56,4.88,204.12
2013,3,16,4.85,6.65,79.31
2013,3,17,0.44,6.25,76.94
2013,3,18,3.81,5.95,299.38
2013,3,19,0.92,2.78,291.38
2013,3,20,-1.98,5.92,271.31
2013,3,21,-1.9,4.38,94.94
2013,3,22,0.82,3.34,80.19
2013,3,23,1.51,5.84,48.12
2013,3,24,-1.52,8.86,263.94
2013,3,25,-2.39,6.99,312.44
2013,3,26,-1.56,3.12,270.62
2013,3,27,1.85,4.08,132.5
2013,3,28,7.72,2.84,106.62
2013,3,29,11.01,3.96,94.12
2013,3,30,11.14,3.88,149.62
2013,3,31,10.9,4.7,255.19
2013,4,1,3.05,5.17,88.81
2013,4,2,2.41,3.15,74.5
2013,4,3,4.06,3.93,83.12
2013,4,4,9.01,1.7,201.38
2013,4,5,11.16,4.36,185.44
2013,4,6,15.33,7.74,238.88
2013,4,7,15.7,4.14,145.69
2013,4,8,18.41,5.74,187.19
2013,4,9,20.11,5.98,176.12
2013,4,10,8.49,5.8,302.5
2013,4,11,3.09,6.23,267.56
2013,4,12,4.38,5.65,290.69
2013,4,13,9.8,3.4,215.75
2013,4,14,15.4,8.0,213.56
2013,4,15,10.02,4.28,138.69
2013,4,16,6.8,6.46,55.81
2013,4,17,13.68,3.05,193.44
2013,4,18,5.85,8.06,296.69
2013,4,19,4.67,6.84,300.38
2013,4,20,6.12,3.74,81.62
2013,4,21,12.53,6.32,170.75
2013,4,22,12.12,4.97,191.94
2013,4,23,2.84,7.09,247.69
2013,4,24,4.69,4.16,271.56
2013,4,25,10.8,3.37,219.25
2013,4,26,11.65,5.65,158.38
2013,4,27,10.55,2.84,69.81
2013,4,28,14.21,3.54,212.56
2013,4,29,19.12,6.26,195.44
2013,4,30,20.65,7.46,187.0
2013,5,1,18.7,5.05,186.19
2013,5,2,4.18,9.02,295.0
2013,5,3,2.72,7.3,345.62
2013,5,4,5.93,3.56,126.5
2013,5,5,11.22,3.72,345.44
2013,5,6,14.71,3.2,337.12
2013,5,7,17.59,1.88,241.94
2013,5,8,17.62,4.31,173.0
2013,5,9,18.26,4.53,247.62
2013,5,10,15.15,3.89,281.62
2013,5,11,12.87,5.54,298.88
2013,5,12,11.11,2.34,219.0
2013,5,13,16.16,3.98,183.31
2013,5,14,21.68,7.02,219.81
2013,5,15,21.58,5.14,208.88
2013,5,16,20.98,3.3,155.5
2013,5,17,20.89,1.94,155.81
2013,5,18,22.25,4.48,144.25
2013,5,19,23.48,6.31,178.25
2013,5,20,21.8,5.41,216.88
2013,5,21,18.47,4.93,262.69
2013,5,22,15.54,4.77,298.38
2013,5,23,15.58,4.23,194.88
2013,5,24,15.84,5.08,126.5
2013,5,25,20.3,5.32,184.25
2013,5,26,22.47,5.65,181.31
2013,5,27,22.39,6.98,185.12
2013,5,28,23.13,7.27,196.5
2013,5,29,22.65,7.53,174.19
2013,5,30,21.47,7.15,185.75
2013,5,31,22.95,5.23,223.19
2013,6,1,18.23,5.35,279.56
2013,6,2,15.3,3.5,252.62
2013,6,3,16.3,3.4,130.06
2013,6,4,19.1,4.99,151.56
2013,6,5,18.14,3.09,188.0
2013,6,6,18.06,3.38,310.5
2013,6,7,17.74,2.76,143.94
2013,6,8,19.57,4.57,176.56
2013,6,9,20.95,5.28,268.69
2013,6,10,21.4,2.92,239.19
2013,6,11,25.94,6.58,199.62
2013,6,12,27.01,7.68,249.31
2013,6,13,22.21,3.59,155.06
2013,6,14,24.36,4.12,153.06
2013,6,15,24.18,5.14,191.31
2013,6,16,23.98,2.74,172.44
2013,6,17,22.47,2.41,84.25
2013,6,18,23.59,1.91,201.44
2013,6,19,23.83,2.82,156.56
2013,6,20,24.46,5.62,167.12
2013,6,21,26.58,6.41,187.62
2013,6,22,26.25,5.63,186.0
2013,6,23,25.93,5.58,182.06
2013,6,24,26.07,6.77,189.0
2013,6,25,26.62,7.2,196.94
2013,6,26,27.96,4.84,246.31
2013,6,27,27.76,1.71,236.06
2013,6,28,24.51,4.79,287.69
2013,6,29,22.02,6.67,333.44
2013,6,30,20.6,4.97,114.62
2013,7,1,20.67,4.5,26.31
2013,7,2,20.83,2.79,63.25
2013,7,3,21.78,2.48,240.69
2013,7,4,22.41,3.22,180.19
2013,7,5,23.58,3.98,175.31
2013,7,6,24.52,5.02,178.5
2013,7,7,25.26,5.55,197.06
2013,7,8,26.75,4.38,196.06
2013,7,9,28.97,5.43,201.25
2013,7,10,27.52,3.71,106.06
2013,7,11,24.48,4.12,88.31
2013,7,12,24.69,4.48,126.44
2013,7,13,24.65,4.13,138.38
2013,7,14,24.51,4.47,114.38
2013,7,15,26.12,3.16,119.5
2013,7,16,27.87,2.57,151.88
2013,7,17,28.23,2.48,180.5
2013,7,18,29.55,2.88,214.88
2013,7,19,30.11,3.78,242.0
2013,7,20,26.37,2.14,199.5
2013,7,21,26.03,2.91,180.5
2013,7,22,29.01,2.92,204.69
2013,7,23,28.34,3.38,120.25
2013,7,24,25.12,3.66,53.44
2013,7,25,24.65,1.86,157.44
2013,7,26,24.33,3.91,248.94
2013,7,27,20.56,3.66,264.88
2013,7,28,19.86,1.12,184.06
2013,7,29,19.83,5.09,130.25
2013,7,30,24.87,3.66,99.19
2013,7,31,25.09,2.55,136.0
2013,8,1,25.55,1.66,171.94
2013,8,2,25.46,3.13,174.75
2013,8,3,25.3,4.1,74.44
2013,8,4,22.19,4.33,115.81
2013,8,5,25.53,1.6,165.31
2013,8,6,25.58,2.34,177.69
2013,8,7,25.58,1.98,229.5
2013,8,8,22.9,3.42,69.12
2013,8,9,22.15,2.07,92.94
2013,8,10,23.02,3.14,98.62
2013,8,11,23.56,2.33,156.75
2013,8,12,25.01,1.97,190.44
2013,8,13,22.11,2.66,63.25
2013,8,14,20.52,2.93,102.06
2013,8,15,20.07,3.1,141.5
2013,8,16,19.73,3.46,88.44
2013,8,17,20.26,2.84,90.94
2013,8,18,21.7,2.43,141.94
2013,8,19,23.44,2.96,182.56
2013,8,20,25.19,4.02,193.75
2013,8,21,26.01,3.73,197.75
2013,8,22,26.75,2.89,207.88
2013,8,23,27.44,2.52,160.5
2013,8,24,27.26,4.31,170.75
2013,8,25,27.57,4.08,183.12
2013,8,26,28.24,5.0,209.25
2013,8,27,28.19,5.47,220.0
2013,8,28,28.05,3.62,227.0
2013,8,29,29.81,3.25,199.94
2013,8,30,30.6,4.21,226.5
2013,8,31,29.28,2.05,206.25
2013,9,1,26.83,3.29,276.88
2013,9,2,22.39,3.16,156.94
2013,9,3,22.63,1.68,97.38
2013,9,4,24.09,2.1,143.75
2013,9,5,24.85,1.95,150.38
2013,9,6,25.58,3.09,178.31
2013,9,7,27.98,4.49,202.94
2013,9,8,30.25,4.17,224.75
2013,9,9,28.96,5.38,216.5
2013,9,10,27.94,5.4,211.06
2013,9,11,27.83,3.49,209.62
2013,9,12,25.28,3.2,26.88
2013,9,13,19.88,3.56,62.75
2013,9,14,19.93,4.01,156.25
2013,9,15,21.98,4.89,184.75
2013,9,16,17.67,5.2,75.75
2013,9,17,19.9,4.23,137.06
2013,9,18,25.44,6.77,190.75
2013,9,19,25.94,6.45,213.81
2013,9,20,16.93,4.63,335.62
2013,9,21,16.06,2.49,119.56
2013,9,22,17.38,3.55,149.12
2013,9,23,18.04,5.56,149.69
2013,9,24,18.01,3.54,206.69
2013,9,25,19.88,2.95,79.06
2013,9,26,22.23,5.17,155.19
2013,9,27,23.8,6.16,160.25
2013,9,28,17.92,5.65,254.88
2013,9,29,15.55,2.6,107.38
2013,9,30,17.85,3.6,187.44
2013,10,1,21.62,3.51,197.88
2013,10,2,22.56,3.48,182.19
2013,10,3,23.62,6.7,187.38
2013,10,4,23.87,7.12,191.69
2013,10,5,12.08,5.64,276.44
2013,10,6,10.48,6.57,291.94
2013,10,7,13.22,3.15,261.06
2013,10,8,16.12,5.28,180.62
2013,10,9,16.27,4.22,163.19
2013,10,10,17.31,4.63,173.0
2013,10,11,19.23,6.82,178.5
2013,10,12,14.98,4.28,261.5
2013,10,13,13.62,4.21,70.38
2013,10,14,15.16,6.89,137.06
2013,10,15,12.94,6.02,285.25
2013,10,16,9.73,3.7,278.06
2013,10,17,11.3,4.77,264.81
2013,10,18,5.21,3.71,314.5
2013,10,19,7.98,4.96,245.12
2013,10,20,12.17,5.18,249.94
2013,10,21,8.4,4.02,305.31
2013,10,22,8.8,6.07,255.88
2013,10,23,5.47,2.16,222.0
2013,10,24,5.0,3.76,256.81
2013,10,25,5.74,4.19,202.81
2013,10,26,8.47,4.66,236.31
2013,10,27,7.42,3.06,169.62
2013,10,28,10.96,3.34,165.94
2013,10,29,13.16,3.73,151.38
2013,10,30,18.01,5.59,203.56
2013,10,31,10.87,4.78,265.75
2013,11,1,9.2,4.92,293.19
2013,11,2,7.09,4.41,280.69
2013,11,3,8.58,7.31,169.06
2013,11,4,12.14,7.4,192.12
2013,11,5,13.83,6.33,178.06
2013,11,6,4.9,5.55,305.12
2013,11,7,4.75,3.8,275.06
2013,11,8,8.47,7.97,179.0
2013,11,9,9.98,3.98,267.38
2013,11,10,6.98,3.25,105.12
2013,11,11,7.69,6.73,167.25
2013,11,12,-3.5,3.31,240.88
2013,11,13,0.01,5.98,201.12
2013,11,14,3.8,6.92,201.94
2013,11,15,7.9,5.14,185.81
2013,11,16,14.91,9.85,184.88
2013,11,17,13.3,8.8,262.06
2013,11,18,6.17,3.16,266.62
2013,11,19,7.39,5.95,155.38
2013,11,20,6.54,5.58,170.94
2013,11,21,6.43,4.59,239.81
2013,11,22,-1.96,5.62,278.62
2013,11,23,-4.88,4.95,107.88
2013,11,24,-4.88,3.16,136.56
2013,11,25,-0.83,3.66,227.0
2013,11,26,-1.69,5.79,336.81
2013,11,27,-5.13,3.45,269.19
2013,11,28,-1.85,4.18,213.81
2013,11,29,-0.22,3.69,141.38
2013,11,30,2.69,3.94,222.19
2013,12,1,3.85,2.14,119.31
2013,12,2,4.85,4.13,203.62
2013,12,3,7.37,3.92,199.31
2013,12,4,2.12,4.98,276.88
2013,12,5,-6.35,6.46,280.25
2013,12,6,-8.94,5.73,180.38
2013,12,7,-10.24,4.07,49.88
2013,12,8,-5.97,4.2,186.12
2013,12,9,-9.38,3.61,304.69
2013,12,10,-5.24,4.25,225.25
2013,12,11,-6.42,4.59,255.25
2013,12,12,-3.45,5.15,211.12
2013,12,13,-0.12,4.0,183.81
2013,12,14,-3.68,5.77,290.88
2013,12,15,-2.13,3.88,239.94
